"","X4.1BB.CD137","ARG1","B7.H3","Bcl.2","Beta.2.microglobulin","CD11c","CD127","CD14","CD163","CD20","CD25","CD27","CD3","CD34","CD4","CD40","CD44","CD45","CD45RO","CD56","CD66b","CD68","CD8","CD80","CTLA4","EpCAM","ER.alpha","FAPalpha","Fibronectin","FOXP3","GAPDH","GITR","GZMB","Her2.ErbB2","Histone.H3","HLA.DR","ICOS","IDO1","Ki.67","LAG3","MART1","Ms.IgG1","Ms.IgG2a","NY.ESO.1","OX40L","PanCk","PD.1","PD.L1","PD.L2","PR","PTEN","Rb.IgG","S100B","S6","SMA","STING","Tim.3","VISTA"
"L12_ROI18_TME",44.1666369,133.039259,753.2778731,222.5111571,2232.812267,1763.747002,271.933444,815.0752082,840.0650149,89.42395601,177.7332588,12.88443274,276.6617312,1138.666238,650.6698464,208.2124332,1638.989736,1726.382147,154.9368019,147.1701857,266.5219823,5256.021559,271.3581391,73.46523768,92.80986508,233.5318417,31.71967559,180.7596023,881.0554894,20.03379473,1743.82707,27.91427336,112.7238046,140.0507876,10072.30642,2554.167998,91.04200105,79.88348302,237.5290122,42.68642532,80.60261415,100.7203075,27.65059195,77.47439373,38.54542856,840.7901388,55.99634398,27.00936669,36.79554281,101.5353228,64.87162068,83.73682732,748.3098755,4343.546032,1941.791884,2518.163499,224.2670356,193.4882233
"L12_ROI19_Tumor",29.54528101,83.82429661,488.3918458,129.6731647,1671.87321,729.8837591,289.3290238,303.5648388,232.505058,72.57084502,183.1568834,8.628971709,86.8066601,139.8132006,139.3360224,171.3864888,2204.125681,838.52132,160.4909208,118.4197131,286.664779,944.6139307,163.8709328,69.42942214,421.7857278,532.4910606,33.36270629,123.907262,686.0628982,8.112028704,2565.468842,29.26692709,98.45776015,106.4902592,14275.69922,671.2703752,71.57672386,50.85923879,140.489203,28.98857316,66.56635319,94.36198095,36.34506978,71.0995457,49.86511762,14633.10566,44.77521726,63.22610607,33.72058991,75.63273821,35.86789162,67.99788766,203.47672,5222.158243,4289.91118,2566.502728,77.06427269,120.4874852
"L12_ROI19_TME",38.42556285,188.9652953,490.332262,181.6627517,1383.899099,1307.63831,155.8642643,428.1935576,431.9502467,53.96982236,131.1506167,11.65723629,130.8362815,208.2355771,255.7691943,155.5690959,1433.590896,1985.950695,289.1692272,140.5845064,923.5206828,2076.770571,201.4237031,32.19252562,362.0719959,149.0677237,23.43330663,153.4645833,710.8882461,13.30941283,1390.848974,20.68479021,78.6106362,115.0888541,25950.572,1265.605559,66.43589681,30.76268374,170.2431835,36.03354856,57.73801153,87.50402265,31.5370217,53.85865503,17.89794024,417.1994919,43.14825772,15.78576095,27.82249951,71.07809121,40.34990767,84.50633808,406.3894273,1581.213444,2146.656488,1208.79522,116.3691951,211.3252622
"L12_ROI20_Tumor",37.55138313,77.37860767,874.9092963,268.0182558,1829.245458,971.3291104,333.9670822,488.8507332,287.6663532,70.87981611,189.2488561,12.82057323,224.5243979,364.5392184,311.3603909,250.898871,1706.527032,909.7296698,160.9272743,146.6400477,67.28904412,1208.572933,225.7887542,71.48670715,627.4241874,444.2695288,51.53516419,169.7271943,989.9404356,25.81815635,3004.287661,35.1491061,131.6447815,168.260541,18356.00113,1891.88167,85.95094362,38.23413555,165.9088382,60.81553969,77.96021158,74.4705881,31.78591825,100.1117346,26.42504739,9954.429144,50.82712465,12.7952861,30.97673019,122.6172773,97.35543775,98.51864558,291.5858579,7750.883637,17423.38661,5737.977778,163.3295513,143.3527212
"L12_ROI20_TME",38.88805327,145.2980653,774.2641815,243.6078072,1989.701671,1862.318802,262.8744557,826.3795787,688.7341147,89.18743582,180.6132153,27.5189569,417.9958932,523.4345485,630.1655305,175.8577909,1592.230967,2125.759178,234.6797724,166.1357776,236.335302,3721.926251,360.4324521,58.99935971,389.5478126,130.2969396,46.57444087,179.2026365,1272.38433,24.14877157,2620.838558,26.92769632,101.8910918,106.2326338,15813.34034,2253.648842,91.20616839,62.86789325,313.3089835,36.92844677,52.8249099,91.22306155,31.85205232,81.99094986,48.26375682,572.1037412,55.01257406,23.8024618,36.6243699,96.37547521,58.42499229,80.259401,457.1626836,4746.006476,12834.71311,6380.732185,256.4128222,301.3486266
"L12_ROI21_Tumor",36.84343288,84.33349214,618.7063687,291.6755869,1847.094278,748.4311227,250.8253592,415.3901487,312.8543599,100.7422711,191.4293952,19.34709525,165.2325887,291.8282267,225.6397914,176.8904538,1153.079245,872.2410844,143.6340563,152.5062449,109.7098597,1129.744435,240.808372,52.35545304,227.0326296,574.3645054,41.15550736,203.5451797,873.9964421,25.33820759,1948.294468,37.43491212,94.48403915,161.0159141,12334.13574,1319.590192,85.21117101,64.35675769,192.5741937,33.37087732,77.31206112,117.0747303,26.15864654,69.45111117,15.9508596,12904.83689,53.69105133,22.05645179,34.17223629,92.51880167,70.00443046,76.1481826,295.6442219,4669.938507,7371.262372,3286.258677,154.9294018,115.6246521
"L12_ROI21_TME",36.59506984,164.2034338,758.5098323,253.6580489,1944.77537,2330.471388,262.9300321,714.8914663,754.5053213,76.29517592,158.5909576,15.16785555,255.1119945,396.4034645,483.3198357,215.4488531,1846.19047,2191.120566,226.1562995,152.5595479,340.5251339,4176.908289,238.557962,60.96097914,261.4021572,147.1811816,25.10520364,173.5370248,598.6066273,9.438324411,2224.943282,20.65095524,96.22531917,97.98114323,22184.23322,2084.502,91.57392562,47.29019463,310.3988896,38.15990953,57.52326046,93.24965945,28.8632832,72.7835278,32.20242931,677.6371923,49.5327208,27.60032204,30.7792877,70.87984487,65.95737673,86.64529668,651.3552785,3730.263614,4533.716381,3589.477328,251.2553423,349.8648858
"L12_ROI22_Tumor",25.16887547,87.04628285,859.9773658,82.49065992,3546.100657,306.5256539,855.1958442,198.960243,49.05765854,84.65552206,202.819345,24.52882927,164.3977483,175.391483,124.6019347,79.61045203,7558.249071,628.7700894,115.4153893,116.5448826,143.8033207,590.0284696,269.9112464,34.43072044,310.8177284,1355.203699,198.5649203,60.91733809,1464.406875,32.68000585,26878.62711,10.76783603,169.7251917,116.0930853,23655.14739,578.4699883,41.41475395,74.43360778,780.6116373,31.55051256,26.52426742,112.441057,23.66288442,85.35204292,34.11069735,107539.8279,57.51003333,43.52314143,47.90934037,59.07249905,69.06851466,87.64867927,408.3682989,15391.34151,11223.47362,4901.662029,189.3219002,147.2106254
"L12_ROI22_TME",29.92684818,292.2176537,2145.667718,155.1182183,2079.971907,1091.736794,895.0522649,612.683387,187.7758634,70.03822584,158.3190704,16.20571285,561.9845753,647.3107872,497.8332314,285.8159494,4599.624502,2927.436678,191.0886334,164.8774598,660.8752375,1647.565884,395.8984022,59.5627098,1189.239674,230.1927499,91.21309374,77.80532855,8340.368607,27.41988708,14184.565,23.79374691,424.9299071,67.19551102,33459.13399,1980.946944,70.12776017,83.31168955,741.7918838,31.00126008,23.65944542,69.59055422,28.13616168,77.20097186,60.83857394,4245.896767,50.38544147,56.60807707,35.85849722,57.45865316,125.2137537,119.103036,1356.668862,10252.06075,61959.18555,4154.504605,313.9297275,487.8949213
"L12_ROI23_Tumor",15.18862314,75.99033419,691.9244162,181.2561492,1866.044333,485.7683687,603.3896959,270.861156,57.02422966,89.25873762,201.9378599,21.65756004,229.0885075,218.5902571,242.0578603,253.4532625,2691.298103,1938.14701,153.9166276,1077.983015,143.1980241,294.6592888,225.6730347,34.02881162,185.8363454,1804.172336,194.3199391,51.87741125,543.123128,19.28089465,7199.785114,19.29663416,128.9065528,220.951183,40793.02165,1756.670507,37.77481401,93.35100913,417.0182072,20.65023166,47.13981999,65.68095787,39.56911768,93.47692518,38.38865474,29400.38958,54.41147169,21.61034152,35.60276221,49.39056932,77.6272428,89.73092279,2033.858945,9677.765695,7169.045859,9151.499578,153.9481066,213.8369263
"L12_ROI23_TME",26.7264976,179.0163918,949.7093291,344.5748272,3651.756343,1022.68157,500.3120797,542.0023853,190.8074937,325.3207628,186.933951,111.0825976,1131.027117,1081.39084,696.8967398,607.7200206,8746.203722,7062.898441,406.4568028,254.55521,559.2391768,576.2202577,746.4667215,49.60786479,679.6410067,206.9740888,110.1071088,100.4658705,1935.98528,17.40726527,5574.501494,41.81342556,272.9853178,89.91543878,42476.19913,3098.114388,112.3706216,465.904792,458.0440574,27.60727871,49.21956345,92.9839665,27.05797436,88.91153774,30.3632712,1772.728241,47.21176136,40.37386934,36.60450504,66.63629948,88.29593804,92.6903728,1729.588908,9313.62564,27029.1643,4328.631886,280.5051049,1072.895564
"L12_ROI24_Tumor",27.5904911,98.39500442,1172.977172,133.5137302,2692.311799,638.2183127,735.2836549,279.0921896,98.179912,77.74613227,184.940372,39.63566653,169.3363947,147.807599,227.4309015,171.741519,5726.209912,1156.708364,115.3286439,131.773437,97.33909619,714.0872747,243.4259559,53.65578142,537.4768455,783.4448027,239.065446,53.90998156,1722.362316,25.96752104,27600.60045,14.39163817,177.5294605,134.8629462,21978.49527,1453.320809,52.13058064,47.75051685,292.7603351,19.94493333,43.05759136,124.7927103,22.35005764,96.14631096,32.71360143,140581.0804,78.60650194,49.45170234,36.85901895,53.90998156,65.8573877,83.61228913,3679.507784,13390.26564,17648.13738,4920.19996,342.7986531,172.015273
"L12_ROI24_TME",24.69720467,113.0540361,2179.900258,167.6819424,2149.952053,992.3165303,635.7035977,284.6217187,206.9069145,99.2614087,184.2576,30.42079498,755.3563908,564.6400605,695.0924109,358.730836,5583.633648,3133.009319,255.3736471,174.1931827,181.7721265,1356.613427,353.1647757,37.84220871,2500.841395,93.7478584,88.11178476,90.21218487,8814.241559,28.60044821,5911.243556,47.22399588,137.8037508,73.84656732,27943.11049,3241.529992,98.00116863,170.9900726,612.4591697,21.68663117,26.20249142,73.04141395,31.99609506,79.36011762,47.57406257,2306.904451,64.7448335,40.46770885,39.59254214,68.24550035,136.8585707,99.78650872,3853.744115,8032.192584,74978.17539,7373.752155,348.8414522,422.5829995
"L13_ROI01_Tumor",11.65767337,17.01047076,664.7835843,38.63323334,3316.576338,686.4486615,700.2009077,141.8173949,102.0839819,35.18459313,130.5828676,1.057865097,92.18236456,104.1997121,129.7577328,257.3256849,830.7097248,544.0071262,106.7491669,41.22500283,4.718078333,177.6367071,125.1771769,31.51380124,108.2513354,1504.50632,131.9369349,25.6320713,476.9173217,12.33470703,2104.231201,41.37310395,59.17697353,70.19992784,10832.73959,1749.190517,23.36823999,605.3844591,265.9155494,12.38760029,20.35332447,37.24743007,11.78461718,33.60837413,24.32031858,4095.683403,17.08452132,73.00327035,25.12429606,24.77520057,24.56362755,36.99354244,69.05743354,7807.17136,3805.95531,973.669614,239.3842928,87.1469267
"L13_ROI01_TME",13.58078796,9.637978551,1133.110091,46.37086716,2516.855243,1592.304532,335.0721338,350.3481393,279.3680463,29.80916291,126.2079958,9.057033204,237.3209363,311.0248059,448.7659954,434.0709352,2433.532442,1732.093315,225.7877426,45.36135557,6.371351434,366.6907986,199.0071144,39.13285955,183.1215925,357.2528176,44.75183914,29.8282103,3886.171998,16.1521854,2198.192434,14.19030439,49.95177619,23.69495122,7287.959384,2429.675346,82.7323317,610.7068919,141.2173379,4.295186094,16.65694119,32.67579487,12.12366274,25.7139744,49.87558663,260.6158924,25.09493427,89.76081803,10.81891663,16.1521854,23.61876167,40.98997993,107.5606025,3778.897106,23943.71964,1443.85871,325.4627263,89.66558109
"L13_ROI02_Tumor",11.45744054,11.39853339,937.6692756,32.4062955,3034.498708,667.9113489,730.0215744,185.2998015,90.79800724,26.89111365,152.3854318,8.166003571,96.24691855,117.7259379,181.5371073,299.1599577,555.3692401,487.3388461,106.0402321,49.73972418,7.665292802,199.9603183,134.094762,17.39969922,85.28282539,2341.48555,136.5025917,29.15167551,564.9048349,23.41559184,2076.388652,36.33834772,58.70097427,88.32390697,12970.26449,1842.519906,39.0333498,335.5351224,262.1662679,8.622533978,24.46855714,31.91294813,16.39827768,33.91579121,38.09083541,3869.404462,20.65431922,57.6259188,26.61130469,24.9766313,20.97830854,31.02934089,73.24367675,6944.203024,4831.004767,1200.593973,255.0385029,33.70225279
"L13_ROI02_TME",5.22738895,6.79963704,1248.989852,32.08326765,1947.786938,1055.200196,242.932487,328.0287351,170.8509591,21.03049796,83.55087608,13.8411584,203.8950451,371.1378964,410.4508177,327.4576193,1338.35267,1086.678753,166.5373554,38.40585506,5.496149307,210.2243515,129.1259137,22.77744028,173.01448,477.4527748,36.73282184,35.7316895,1542.966649,11.39543915,1576.071206,10.63619114,35.71153248,20.58032436,4845.285631,2387.976089,69.75003173,193.8837218,68.19794067,0.671900893,11.75154662,23.65763045,27.78982095,17.0730017,31.75403622,187.9038038,15.99124126,28.83798634,13.87475345,17.90615881,12.4100095,24.69907684,88.41543855,2309.021015,19265.0918,1072.911503,256.504885,50.08349259
"L13_ROI03_Tumor",23.87389805,19.77937288,946.7885357,44.62815787,4041.26023,1554.330858,1120.802245,398.8154167,128.316786,37.67396434,176.9744765,4.578357944,122.5396782,131.320882,251.2680831,529.4574885,2470.024111,1160.158792,188.1892871,60.03859297,9.662212821,234.4711421,144.8393143,48.21718611,81.20447173,1592.30812,152.9922577,49.07653089,418.0531857,27.55680428,2907.538928,27.57124705,61.61285485,77.86819197,15416.46495,2309.225536,43.59549985,2354.648046,326.3993702,8.456241565,34.73486074,36.51132139,14.9338237,47.6033684,42.88780415,4172.624441,20.86980198,173.8042886,36.54020693,27.99008737,22.86290418,29.78099079,88.28865019,7743.505331,3121.226925,1477.567538,345.7165744,113.3179698
"L13_ROI03_TME",21.20350993,7.215251522,1016.132777,46.51444264,2721.767349,1333.646251,294.5894507,541.634574,232.4631666,32.39290503,125.3733252,13.43696715,358.4180737,313.521156,568.3631128,663.924303,3493.696273,2451.828493,338.2989719,44.06695178,6.306529668,231.2697119,279.6197727,47.91993245,70.16544344,234.644099,34.15582543,38.66308582,762.720543,17.33841298,2313.454387,24.25681536,53.80239191,25.89857284,7880.654013,2025.662176,115.9589667,1337.89907,145.0804731,7.639321721,9.008462648,24.61424596,28.9155294,18.76207722,22.82709298,164.8663769,20.08275298,123.8890795,24.39615271,13.69746742,19.82225271,22.81497669,91.01758092,2880.090928,10051.04529,2381.257154,311.4795609,140.2218403
"L13_ROI04_Tumor",13.87276398,19.11685605,652.1938182,46.34065036,2709.483245,717.5443023,1030.878804,342.7790081,97.33677021,48.85567411,206.4192364,8.481516261,121.6843405,417.6277202,215.2753307,277.4686574,921.7963375,576.9036392,191.3424717,66.0327512,9.939694924,210.5931056,124.6140757,31.61170808,126.3665656,1217.17785,198.8474096,51.38407564,800.1521303,53.88572161,3104.234951,38.62166789,64.54781697,215.9575978,17365.6905,1649.200068,38.40762332,487.4196293,1280.401266,18.08676654,46.79549508,37.44442273,10.63533979,47.81220681,60.65488127,2842.13737,27.29068324,52.90914324,33.15015346,29.16357326,26.11343808,40.77549142,284.1575503,8582.679078,2530.983448,2205.983517,152.3863592,83.9723621
"L13_ROI04_TME",20.03075081,14.95062789,964.972245,37.98502552,2378.955886,1555.425467,286.7565199,613.3620648,217.4794825,47.23741668,104.3163643,12.24637995,324.8284677,780.0982663,604.0613834,305.0005354,1912.531065,1711.982106,236.5444305,42.65951124,11.48339571,292.0394614,375.2626917,32.74071612,52.12437903,353.4548637,37.95605143,54.78999486,2149.857796,18.4275181,2205.401117,12.59406897,72.94708816,48.68612094,9791.454016,1530.81681,79.64010181,324.6739392,258.854476,7.832660996,17.73214006,21.79817,24.57968216,28.37528731,30.83808454,206.1989054,27.09076954,33.32019782,23.93259426,19.49955925,29.05134929,30.30689298,223.1584032,4033.984599,7147.39491,1254.577883,267.6143077,84.61398642
"L13_ROI05_Tumor",10.93562769,17.03053487,893.0835958,31.58936852,1904.405457,751.8665767,568.5426235,314.4488035,119.6538096,30.12981794,88.54117873,5.808864608,64.46959584,88.9152344,141.627747,239.1389275,887.8321475,486.5510863,150.1723521,64.78497612,7.635136436,250.6466403,80.01857686,21.84925211,48.65657552,976.006605,119.6758129,30.33518184,343.8085068,20.99112438,3615.204098,32.7848798,48.72258534,140.3955636,16805.50738,1588.299074,21.05713421,597.1615499,303.0144349,10.57624087,17.31657745,47.02099874,11.66907019,35.53528918,26.69730704,2980.783669,23.06676666,56.78311843,16.66381362,21.91526193,19.34821318,29.59440492,77.51753794,6629.557429,2559.956365,775.0286909,138.8700031,51.788375
"L13_ROI05_TME",14.73624557,17.0519413,1383.219795,66.22889794,3224.433682,1774.690264,407.0656268,951.6751595,324.4079203,54.91146134,155.9178988,10.6774625,372.035466,484.2835536,617.1792265,445.6072245,2739.114381,2488.194012,268.940692,67.08781054,17.53192187,393.2640803,330.0076936,72.66232172,123.0939644,404.051012,43.16456845,45.77498909,1056.925636,32.13343605,4940.431585,23.51904793,65.36156463,62.86061324,14353.8021,2287.663183,92.36678722,708.5186869,184.9609337,12.14266635,15.46042678,38.77737762,12.05845923,22.73592173,34.95437449,244.3606344,30.06194096,96.37504601,21.74227775,21.75911917,23.55273077,34.72701527,266.9870868,5102.867115,14408.22516,2276.968879,425.1701571,167.3784875
"L13_ROI06_Tumor",20.7169245,19.0333821,831.6075908,38.68250425,2328.206634,518.1335553,572.97339,322.3905749,130.7317436,32.01848226,110.357763,1.231480087,79.23561116,80.31900186,145.2990619,244.1448243,746.3236977,523.0438873,110.7162951,61.42591496,8.113739053,254.0901951,107.2712686,30.42846999,63.10166318,1102.954095,74.57469285,38.23044194,307.4647245,19.00220539,2625.055689,47.17815801,59.4150171,60.66987972,17508.80975,1420.317426,26.39888009,589.9179325,169.3441003,7.022554166,29.99199604,40.81810895,11.16126256,22.89929427,44.30210641,3663.349285,19.21264819,56.40646448,24.94916302,30.21023302,14.80893775,35.64277492,91.25423327,4856.552165,2299.103174,779.0202734,125.9772952,71.34790326
"L13_ROI06_TME",22.5980633,17.73849906,1294.452804,52.37288216,2902.75065,803.3026758,338.6803926,882.7554616,270.3849921,40.73607811,132.5230045,8.055690197,270.3995199,225.6610204,420.3559387,437.0920164,2181.334174,1611.457652,210.6464924,110.7167087,8.636804008,342.5811191,257.244556,67.15496472,231.9733692,223.0096887,47.16464964,36.91525481,1895.106567,27.71912876,3807.254296,17.58595669,55.87409287,28.27118688,11175.21809,2085.334173,55.61985558,564.6029143,116.9273626,10.47457643,13.33656195,30.17433461,12.7118646,24.23244589,42.68280938,191.1283323,19.75786955,80.07748308,30.00726439,21.70460082,24.14527882,42.33414109,107.6295416,4367.847525,25338.98102,1934.840224,434.978215,131.0847478
"L13_ROI07_Tumor",18.08681159,9.284144608,570.299778,55.3908605,4298.684556,523.3138421,526.5376488,237.3894021,98.98551923,39.25089321,109.1907515,9.252743893,82.64668075,100.4194852,132.6994198,154.1461078,491.5886535,481.5404248,144.4537539,56.10261003,10.17383152,184.2593931,117.3758711,22.78645187,105.0144564,996.4388754,92.2448325,34.12210983,380.6185282,26.292865,1805.729492,41.87808633,36.57136557,139.6494446,11429.19022,1026.8243,21.04894567,390.5934885,459.0365794,8.75033246,24.12621569,31.85079148,12.34048083,25.23570761,35.7758808,3184.827942,22.15843758,55.36992669,32.1124641,37.33544962,27.3709562,41.31287347,262.0808307,5934.054705,1913.486278,966.1162521,119.9402628,62.88516438
"L13_ROI07_TME",31.53071209,14.65946647,1303.175133,120.6448372,2935.493865,1686.738787,371.115967,587.9217606,321.2480626,52.61976912,154.9788508,18.95443296,406.118658,489.4718699,556.571077,387.0613516,2554.039116,2126.05985,299.336018,85.41068096,16.07397639,412.5996852,319.1648753,51.51387955,113.0064836,488.4174171,32.01936098,77.51514376,2006.289438,46.7817009,2895.68184,31.50499373,97.75549483,60.12953089,14466.81022,2004.103377,108.8658273,297.1756756,295.9154758,9.927287821,42.07524061,35.3370297,6.506745644,34.28257685,46.44736219,416.0202274,25.1268399,58.30352717,42.66676294,36.7001029,44.28701976,70.62262268,374.5622275,5445.914639,10574.54184,2094.580575,262.841662,190.3415989
"L13_ROI08_Tumor",19.0898217,25.07516635,1805.438344,47.56635131,3527.477371,1879.345486,1247.140161,541.0540626,169.3826169,41.95014686,163.6345766,13.60545304,67.52628919,174.1814394,262.74872,552.5765102,1523.705271,921.8485446,146.8650647,85.58779177,10.99510449,243.6061639,130.0955529,62.01555337,299.5045369,1583.532351,224.806381,60.01164943,1768.260653,31.9833615,6080.081844,45.21967433,71.11222255,108.79089,11728.45423,2965.804192,51.62689349,337.13047,348.4683475,10.17772262,27.44821048,33.64449239,8.885731924,41.81831107,47.61908562,4545.961546,21.46286583,85.1395501,34.9892174,25.07516635,31.95699434,54.31634351,431.3139549,9702.665551,24471.72759,1499.42112,361.3618873,82.66103734
"L13_ROI08_TME",8.587733699,10.18872305,1503.382595,47.53397686,1877.699265,867.8300126,269.8504402,390.3600574,160.5745433,30.45229126,83.74045162,6.906359941,142.4679566,276.5759352,256.7477825,247.7045372,1472.608766,864.1256314,157.0443283,63.71133792,11.63564231,187.3425494,114.1793455,26.25220621,603.1777638,226.704112,45.56455899,33.78824398,2558.474772,9.284398523,3067.897528,11.4882709,41.47835184,22.57461979,4513.095212,1360.921337,49.98570114,144.6517328,70.91244067,9.043245315,14.94480022,31.5642755,14.67015351,12.32560843,39.31467167,187.9119389,15.81563125,31.29632749,16.66636618,14.87111452,17.94581792,35.06769572,276.3414807,3007.910667,41172.03368,1331.038435,252.5878897,67.08078414
"L13_ROI09_Tumor",11.26354674,11.8989263,757.4301968,43.42241672,2997.489715,775.2208245,961.8202488,239.1337615,97.05422773,32.82313043,123.3791581,10.64260762,85.25638454,81.76179696,126.0217595,294.4551045,855.928469,602.0654541,116.4477447,53.41520434,6.021665372,134.3105746,114.4260825,32.69316643,208.3322933,1132.116411,148.0145565,39.07584292,605.8055292,23.76897171,3039.020434,25.93503839,50.45491321,63.5523964,7812.193851,2208.131695,28.2743904,2237.53244,298.1374179,5.574011591,35.43685089,26.93142906,19.46571923,29.32854285,43.76898739,4198.732534,14.10831431,115.090343,27.53792773,30.90255131,22.10832059,30.97475353,91.1769668,6648.987163,10694.85315,1436.044447,162.1228708,66.64265154
"L13_ROI09_TME",14.51962687,9.431552497,898.6656238,77.6117491,2226.826774,860.4554262,323.3285115,328.3669461,229.5590238,22.56126637,98.21224534,6.403527748,205.6823041,348.4214051,281.730401,270.1146995,1555.424336,1230.259154,166.1070134,63.70020917,9.481192247,185.1562674,188.3332114,38.90515405,491.8430528,401.858596,51.11653255,42.75223467,2371.328087,15.05325418,2434.17201,15.20217343,47.92717861,19.63252112,5291.150591,1217.439688,42.69018499,914.4386543,95.46964916,10.37470775,12.91874493,26.80546499,16.72859574,18.10609881,35.21940261,243.9421414,21.22099312,70.77387354,21.61811112,14.75541568,22.95838437,36.21219761,104.1690153,3752.268701,37396.39108,1722.325585,247.9009114,90.76628285
"L13_ROI10_Tumor",16.4996598,13.70986225,854.2701708,45.19472032,3261.967939,594.3521345,924.265622,345.8779616,120.5648019,35.58415243,134.1607949,5.87565525,87.47438687,95.82100567,96.01458346,277.3400373,788.5106571,631.0180452,145.7868491,65.3268104,14.23366097,178.421787,172.8080311,27.77271929,136.8936578,1991.528296,99.27124509,44.8303386,499.4990178,13.81234461,3298.394725,32.54384245,64.91688096,68.91369297,13984.73132,2145.251834,31.336828,3858.813811,222.3639452,8.050558646,34.71874584,35.77773022,10.55568298,28.18264873,30.84719006,6624.106691,17.61557882,183.8533521,27.38556371,36.10795116,21.06581824,42.99704307,218.1280077,7792.963543,3456.285879,1338.465156,144.5912216,61.47802847
"L13_ROI10_TME",19.1863291,21.81249773,1863.368633,68.99429441,3580.2455,1303.625011,378.1427865,781.9098398,328.3348212,54.33364426,121.5304155,13.14359156,409.8735328,252.6476213,453.294554,437.3718131,2940.505722,2569.272563,412.2829788,88.53757847,24.79562133,289.6816984,479.3777629,52.17916611,377.3523863,1307.780986,75.71269669,82.32911184,2803.932204,14.35468875,3881.477241,39.5582586,74.24663167,40.33591048,15293.30181,1658.654963,136.9432207,1364.396593,122.3845577,10.65765523,18.01347709,28.78586784,16.11396676,21.83799452,30.41766195,488.1359078,38.41090337,145.3954042,25.36929894,39.41802629,30.08620377,35.00708286,527.7451599,5837.45019,27782.55669,2150.60264,262.5658698,159.8520801
"L13_ROI11_Tumor",10.72645627,12.20248999,514.6773748,39.69705611,2472.494009,659.3836874,782.7379344,177.3990844,65.44055115,23.96492024,145.1188686,5.39989978,87.3885309,64.89047647,101.6354651,211.4212034,549.9004901,559.5726366,130.3310276,56.05260994,7.646038058,168.8362552,132.9622182,15.97050156,62.33262921,1403.286349,93.97109124,34.96641385,272.3236385,16.67643073,2069.692657,22.46138278,56.19929652,103.404872,12255.24216,1714.44526,24.74419271,2597.131764,311.6448102,7.664373881,23.85490531,26.9994989,13.89855359,40.72386218,25.42261815,5428.971227,21.64543868,141.7267414,19.00508021,32.70193975,25.73432713,43.27254153,337.4249769,6777.681,2143.870227,1924.729643,163.2621652,70.2537046
"L13_ROI11_TME",17.902052,12.951974,1246.79177,91.32090801,3325.605501,3367.878291,514.0926141,369.2845801,338.7225941,60.56909601,178.597062,11.82762,298.09983,327.2746261,489.9263041,522.2405301,3440.348017,2364.57487,313.198298,62.83240601,19.27464,512.2819661,275.087078,59.76598601,190.074234,818.8801601,58.75844801,55.69202801,1568.371616,11.38956,2996.11137,17.88745,82.35528001,52.21675201,10006.66299,3192.333047,90.40098201,1172.774232,186.263112,16.894514,27.145118,30.109324,12.294884,15.755558,61.21158401,777.3812761,35.67268601,155.5113,46.01090201,30.094722,20.486606,43.86440801,757.4349441,6001.597225,16722.86749,2619.08773,307.51812,151.305924
"L13_ROI12_Tumor",13.95511168,13.0709441,816.9708466,77.98358081,2506.556153,668.1359702,893.8934263,190.9801979,87.65047972,25.12509548,139.1532414,10.86052514,80.70976419,83.43594758,86.89893728,201.5165283,735.8779431,547.9481234,140.8921043,54.50893149,13.30672212,172.9431792,116.7690655,34.65936925,91.62923384,1564.313496,129.8694818,29.00069672,337.3099329,14.04352844,3047.755131,37.29713587,66.8578054,79.04458191,13050.00407,1692.856727,25.72927666,3201.718179,311.9932678,6.631256872,33.96677131,37.60659453,13.66038916,25.24298449,40.86327846,6656.381967,24.00514988,194.3989792,24.44723367,29.20700249,31.01954603,31.60899109,692.4947871,8349.887084,2968.813702,1577.738107,143.765649,85.97056131
"L13_ROI12_TME",11.47347664,5.799653694,1518.548378,78.41543604,2610.130141,2102.723358,317.1506877,508.0588149,336.8031631,38.35550066,114.1971259,8.430660301,211.5558095,205.1155629,354.1220501,348.0249783,2818.951992,1868.094765,304.3159511,64.76851916,17.4790352,384.9048274,210.3775761,57.79063207,348.0821741,677.7244236,53.6954131,52.7688412,1606.973079,14.85946775,3395.748714,17.74213586,52.59725382,35.4041976,10664.84248,2162.172669,61.14230571,989.1669708,115.0779411,8.087485526,23.81632937,26.95065898,12.52587928,21.78015904,42.79389442,477.8251173,23.29012805,129.6857474,22.76392673,29.02114679,26.99641562,48.10166427,1066.918936,5666.66203,15795.94595,2129.147816,224.9739432,193.2302765
"L13_ROI13_Tumor",15.55343693,29.41925754,1091.127574,40.16830926,2077.942215,920.9671966,1495.243267,236.3879153,93.82234536,32.88571269,131.284387,5.123663974,115.3204488,120.5201315,162.9842071,164.6566197,576.6782627,769.0513199,149.0727753,51.28225099,19.4151896,140.6651012,141.2276399,17.02820075,99.58456686,1402.135498,145.1350039,24.69089108,409.9691367,29.19120128,3058.052001,14.47397063,54.7943174,83.55981366,13858.26434,1419.133291,40.94370054,2201.229429,435.6938828,7.480245327,22.56236599,38.22222917,12.6039093,48.05905585,32.61204518,4294.36019,31.9886914,193.3460972,30.43790883,31.36533762,26.45452616,33.70671523,1958.98807,9954.868601,3100.090372,2156.454383,157.1307631,71.54885063
